Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Chefchaouen;Maison sur lot économique;PT;2006;299;152
Chefchaouen;Maison sur lot économique;PT;2007;321;162
Chefchaouen;Maison sur lot économique;PT;2008;342;173
Chefchaouen;Maison sur lot économique;PT;2009;352;178
Chefchaouen;Maison sur lot économique;PT;2010;361;183
Chefchaouen;Maison sur lot économique;PT;2011;377;191
Chefchaouen;Maison sur lot économique;PT;2012;403;204
Chefchaouen;Maison sur lot économique;PT;2013;434;220
Chefchaouen;Maison sur lot économique;PT;2014;463;235
Chefchaouen;Maison sur lot économique;PT;2015;504;256
Chefchaouen;Maison sur lot économique;PT;2016;534;271
Chefchaouen;Maison sur lot économique;PT;2017;552;280
Chefchaouen;Maison sur lot économique;PT;2018;581;294
Chefchaouen;Maison sur lot économique;PT;2019;604;306
Chefchaouen;Maison sur lot économique;PT;2020;586;297
Chefchaouen;Maison sur lot économique;PT;2021;624;316
Chefchaouen;Maison sur lot économique;PT;2022;667;338
Chefchaouen;Total ville;MLE;2001;503;100
Chefchaouen;Total ville;MLE;2002;526;106
Chefchaouen;Total ville;MLE;2003;562;114
Chefchaouen;Total ville;MLE;2004;591;120
Chefchaouen;Total ville;MLE;2005;651;135
Chefchaouen;Total ville;MLE;2006;678;142
Chefchaouen;Total ville;MLE;2007;703;148
Chefchaouen;Total ville;MLE;2008;748;157
Chefchaouen;Total ville;MLE;2009;720;151
Chefchaouen;Total ville;MLE;2010;779;164
Chefchaouen;Total ville;MLE;2011;792;168
Chefchaouen;Total ville;MLE;2012;828;176
Chefchaouen;Total ville;MLE;2013;870;186
Chefchaouen;Total ville;MLE;2014;901;193
Chefchaouen;Total ville;MLE;2015;895;214
Chefchaouen;Total ville;MLE;2016;928;223
Chefchaouen;Total ville;MLE;2017;939;226
Chefchaouen;Total ville;MLE;2018;958;232
Chefchaouen;Total ville;MLE;2019;970;236
Chefchaouen;Total ville;MLE;2020;953;231
Chefchaouen;Total ville;MLE;2021;965;235
Chefchaouen;Total ville;MLE;2022;1002;245
Fahs Anjra;Maison sur lot économique;GT;2001;487;100
Fahs Anjra;Maison sur lot économique;GT;2002;511;105
Fahs Anjra;Maison sur lot économique;GT;2003;538;110
Fahs Anjra;Maison sur lot économique;GT;2004;564;116
Fahs Anjra;Maison sur lot économique;GT;2005;576;118
Fahs Anjra;Maison sur lot économique;GT;2006;591;121
Fahs Anjra;Maison sur lot économique;GT;2007;608;125
Fahs Anjra;Maison sur lot économique;GT;2008;619;127
Fahs Anjra;Maison sur lot économique;GT;2009;632;130
Fahs Anjra;Maison sur lot économique;GT;2010;663;136
Fahs Anjra;Maison sur lot économique;GT;2011;661;136
Fahs Anjra;Maison sur lot économique;GT;2012;670;138
Fahs Anjra;Maison sur lot économique;GT;2013;679;140
Fahs Anjra;Maison sur lot économique;GT;2014;688;141
Fahs Anjra;Maison sur lot économique;GT;2015;700;144
Fahs Anjra;Maison sur lot économique;GT;2016;718;148
Fahs Anjra;Maison sur lot économique;GT;2017;725;149
Fahs Anjra;Maison sur lot économique;GT;2018;729;150
Fahs Anjra;Maison sur lot économique;GT;2019;730;150
Fahs Anjra;Maison sur lot économique;GT;2020;761;156
Fahs Anjra;Maison sur lot économique;GT;2021;767;158
Fahs Anjra;Maison sur lot économique;GT;2022;775;159
Fahs Anjra;Maison sur lot économique;MLE;2001;398;100
Fahs Anjra;Maison sur lot économique;MLE;2002;418;105
Fahs Anjra;Maison sur lot économique;MLE;2003;441;111
Fahs Anjra;Maison sur lot économique;MLE;2004;458;115
Fahs Anjra;Maison sur lot économique;MLE;2005;474;119
Fahs Anjra;Maison sur lot économique;MLE;2006;493;124
Fahs Anjra;Maison sur lot économique;MLE;2007;516;130
Fahs Anjra;Maison sur lot économique;MLE;2008;537;136
Fahs Anjra;Maison sur lot économique;MLE;2009;548;139
Fahs Anjra;Maison sur lot économique;MLE;2010;574;145
Fahs Anjra;Maison sur lot économique;MLE;2011;578;147
Fahs Anjra;Maison sur lot économique;MLE;2012;595;151
Fahs Anjra;Maison sur lot économique;MLE;2013;608;155
Fahs Anjra;Maison sur lot économique;MLE;2014;618;157
Fahs Anjra;Maison sur lot économique;MLE;2015;608;168
Fahs Anjra;Maison sur lot économique;MLE;2016;618;171
Fahs Anjra;Maison sur lot économique;MLE;2017;632;176
Fahs Anjra;Maison sur lot économique;MLE;2018;642;179
Fahs Anjra;Maison sur lot économique;MLE;2019;652;182
Fahs Anjra;Maison sur lot économique;MLE;2020;658;184
Fahs Anjra;Maison sur lot économique;MLE;2021;636;177
Fahs Anjra;Maison sur lot économique;MLE;2022;656;183
Fahs Anjra;Maison sur lot économique;MT;2001;389;100
Fahs Anjra;Maison sur lot économique;MT;2002;408;105
Fahs Anjra;Maison sur lot économique;MT;2003;432;111
Fahs Anjra;Maison sur lot économique;MT;2004;445;114
Fahs Anjra;Maison sur lot économique;MT;2005;463;119
Fahs Anjra;Maison sur lot économique;MT;2006;485;125
Fahs Anjra;Maison sur lot économique;MT;2007;511;131
Fahs Anjra;Maison sur lot économique;MT;2008;537;138
Fahs Anjra;Maison sur lot économique;MT;2009;546;140
Fahs Anjra;Maison sur lot économique;MT;2010;572;147
Fahs Anjra;Maison sur lot économique;MT;2011;577;148
Fahs Anjra;Maison sur lot économique;MT;2012;599;154
Fahs Anjra;Maison sur lot économique;MT;2013;612;157
Fahs Anjra;Maison sur lot économique;MT;2014;621;160
Fahs Anjra;Maison sur lot économique;MT;2015;638;164
Fahs Anjra;Maison sur lot économique;MT;2016;644;166
Fahs Anjra;Maison sur lot économique;MT;2017;658;169
Fahs Anjra;Maison sur lot économique;MT;2018;665;171
Fahs Anjra;Maison sur lot économique;MT;2019;675;174
Fahs Anjra;Maison sur lot économique;MT;2020;673;173
Fahs Anjra;Maison sur lot économique;MT;2021;647;166
Fahs Anjra;Maison sur lot économique;MT;2022;674;173
Fahs Anjra;Maison sur lot économique;PT;2001;252;100
Fahs Anjra;Maison sur lot économique;PT;2002;265;105
Fahs Anjra;Maison sur lot économique;PT;2003;280;111
Fahs Anjra;Maison sur lot économique;PT;2004;295;117
Fahs Anjra;Maison sur lot économique;PT;2005;305;121
Fahs Anjra;Maison sur lot économique;PT;2006;324;129
Fahs Anjra;Maison sur lot économique;PT;2007;344;137
Fahs Anjra;Maison sur lot économique;PT;2008;362;144
Fahs Anjra;Maison sur lot économique;PT;2009;380;151
Fahs Anjra;Maison sur lot économique;PT;2010;395;157
Fahs Anjra;Maison sur lot économique;PT;2011;407;162
Fahs Anjra;Maison sur lot économique;PT;2012;422;168
Fahs Anjra;Maison sur lot économique;PT;2013;441;175
Fahs Anjra;Maison sur lot économique;PT;2014;458;182
Fahs Anjra;Maison sur lot économique;PT;2015;481;191
Fahs Anjra;Maison sur lot économique;PT;2016;499;198
Fahs Anjra;Maison sur lot économique;PT;2017;519;206
Fahs Anjra;Maison sur lot économique;PT;2018;536;213
Fahs Anjra;Maison sur lot économique;PT;2019;553;220
Fahs Anjra;Maison sur lot économique;PT;2020;565;224
Fahs Anjra;Maison sur lot économique;PT;2021;543;216
Fahs Anjra;Maison sur lot économique;PT;2022;550;218
Fahs Anjra;Total ville;MLE;2001;398;100
Fahs Anjra;Total ville;MLE;2002;418;105
Fahs Anjra;Total ville;MLE;2003;441;111
Fahs Anjra;Total ville;MLE;2004;458;115
Fahs Anjra;Total ville;MLE;2005;474;119
Fahs Anjra;Total ville;MLE;2006;493;124
Fahs Anjra;Total ville;MLE;2007;516;130
Fahs Anjra;Total ville;MLE;2008;537;136
Fahs Anjra;Total ville;MLE;2009;548;139
Fahs Anjra;Total ville;MLE;2010;574;145
Fahs Anjra;Total ville;MLE;2011;578;147
Fahs Anjra;Total ville;MLE;2012;595;151
Fahs Anjra;Total ville;MLE;2013;608;155
Fahs Anjra;Total ville;MLE;2014;618;157
Fahs Anjra;Total ville;MLE;2015;608;168
Fahs Anjra;Total ville;MLE;2016;618;171
Fahs Anjra;Total ville;MLE;2017;632;176
Fahs Anjra;Total ville;MLE;2018;642;179
Fahs Anjra;Total ville;MLE;2019;652;182
Fahs Anjra;Total ville;MLE;2020;658;184
Fahs Anjra;Total ville;MLE;2021;636;177
Fahs Anjra;Total ville;MLE;2022;656;183
Larache;Appartement standing;APS;2001;1096;100
Larache;Appartement standing;APS;2002;1077;98
Larache;Appartement standing;APS;2003;1168;107
Larache;Appartement standing;APS;2004;1262;116
Larache;Appartement standing;APS;2005;1242;113
Larache;Appartement standing;APS;2006;1201;109
Larache;Appartement standing;APS;2007;1169;107
Larache;Appartement standing;APS;2008;1147;105
Larache;Appartement standing;APS;2009;1114;102
Larache;Appartement standing;APS;2010;1131;103
Larache;Appartement standing;APS;2011;1175;108
Larache;Appartement standing;APS;2012;1187;109
Larache;Appartement standing;APS;2013;1191;110
Larache;Appartement standing;APS;2014;1221;112
Larache;Appartement standing;APS;2015;1254;114
Larache;Appartement standing;APS;2016;1306;119
Larache;Appartement standing;APS;2017;1321;121
Larache;Appartement standing;APS;2018;1354;124
Larache;Appartement standing;APS;2019;1373;126
Larache;Appartement standing;APS;2020;1332;122
Larache;Appartement standing;APS;2021;1393;127
Larache;Appartement standing;APS;2022;1411;129
Larache;Appartement standing;GT;2001;1819;100
Larache;Appartement standing;GT;2002;1838;101
Larache;Appartement standing;GT;2003;1886;104
Larache;Appartement standing;GT;2004;1991;109
Larache;Appartement standing;GT;2005;2110;116
Larache;Appartement standing;GT;2006;2134;117
Larache;Appartement standing;GT;2007;1856;102
Larache;Appartement standing;GT;2008;1928;106
Larache;Appartement standing;GT;2009;1691;93
Larache;Appartement standing;GT;2010;1795;99
Larache;Appartement standing;GT;2011;1693;93
Larache;Appartement standing;GT;2012;1697;93
Larache;Appartement standing;GT;2013;1644;90
Larache;Appartement standing;GT;2014;1637;90
Larache;Appartement standing;GT;2015;1657;91
Larache;Appartement standing;GT;2016;1666;92
Larache;Appartement standing;GT;2017;1673;92
Larache;Appartement standing;GT;2018;1688;93
Larache;Appartement standing;GT;2019;1680;92
Larache;Appartement standing;GT;2020;1659;91
Larache;Appartement standing;GT;2021;1774;98
Larache;Appartement standing;GT;2022;1793;99
Larache;Appartement standing;MT;2001;1047;100
Larache;Appartement standing;MT;2002;1048;100
Larache;Appartement standing;MT;2003;1145;109
Larache;Appartement standing;MT;2004;1271;121
Larache;Appartement standing;MT;2005;1194;114
Larache;Appartement standing;MT;2006;1108;106
Larache;Appartement standing;MT;2007;1144;109
Larache;Appartement standing;MT;2008;1102;105
Larache;Appartement standing;MT;2009;1102;105
Larache;Appartement standing;MT;2010;1122;107
Larache;Appartement standing;MT;2011;1196;114
Larache;Appartement standing;MT;2012;1230;117
Larache;Appartement standing;MT;2013;1246;119
Larache;Appartement standing;MT;2014;1295;124
Larache;Appartement standing;MT;2015;1330;127
Larache;Appartement standing;MT;2016;1395;133
Larache;Appartement standing;MT;2017;1410;135
Larache;Appartement standing;MT;2018;1445;138
Larache;Appartement standing;MT;2019;1470;140
Larache;Appartement standing;MT;2020;1392;133
Larache;Appartement standing;MT;2021;1482;141
Larache;Appartement standing;MT;2022;1501;143
Larache;Appartement standing;PT;2001;1085;100
Larache;Appartement standing;PT;2002;1005;93
Larache;Appartement standing;PT;2003;1086;100
Larache;Appartement standing;PT;2004;1092;101
Larache;Appartement standing;PT;2005;1199;110
Larache;Appartement standing;PT;2006;1268;117
Larache;Appartement standing;PT;2007;1101;102
Larache;Appartement standing;PT;2008;1114;103
Larache;Appartement standing;PT;2009;1031;95
Larache;Appartement standing;PT;2010;1024;94
Larache;Appartement standing;PT;2011;1014;93
Larache;Appartement standing;PT;2012;967;89
Larache;Appartement standing;PT;2013;952;88
Larache;Appartement standing;PT;2014;936;86
Larache;Appartement standing;PT;2015;961;89
Larache;Appartement standing;PT;2016;993;91
Larache;Appartement standing;PT;2017;1007;93
Larache;Appartement standing;PT;2018;1041;96
Larache;Appartement standing;PT;2019;1052;97
Larache;Appartement standing;PT;2020;1100;101
Larache;Appartement standing;PT;2021;1075;99
Larache;Appartement standing;PT;2022;1090;100
Larache;Appartement économique;APE;2001;968;100
Larache;Appartement économique;APE;2002;997;105
Larache;Appartement économique;APE;2003;1063;113
Larache;Appartement économique;APE;2004;1123;122
Larache;Appartement économique;APE;2005;1190;132
Larache;Appartement économique;APE;2006;1227;138
Larache;Appartement économique;APE;2007;1165;133
Larache;Appartement économique;APE;2008;1161;130
Larache;Appartement économique;APE;2009;1052;119
Larache;Appartement économique;APE;2010;1106;126
Larache;Appartement économique;APE;2011;1075;123
Larache;Appartement économique;APE;2012;1095;126
Larache;Appartement économique;APE;2013;1115;129
Larache;Appartement économique;APE;2014;1114;129
Larache;Appartement économique;APE;2015;1114;143
Larache;Appartement économique;APE;2016;1130;146
Larache;Appartement économique;APE;2017;1133;146
Larache;Appartement économique;APE;2018;1168;151
Larache;Appartement économique;APE;2019;1173;152
Larache;Appartement économique;APE;2020;1160;151
Larache;Appartement économique;APE;2021;1221;157
Larache;Appartement économique;APE;2022;1233;159
Larache;Appartement économique;GT;2001;1513;100
Larache;Appartement économique;GT;2002;1527;101
Larache;Appartement économique;GT;2003;1570;104
Larache;Appartement économique;GT;2004;1583;105
Larache;Appartement économique;GT;2005;1583;105
Larache;Appartement économique;GT;2006;1589;105
Larache;Appartement économique;GT;2007;1459;96
Larache;Appartement économique;GT;2008;1523;101
Larache;Appartement économique;GT;2009;1363;90
Larache;Appartement économique;GT;2010;1416;94
Larache;Appartement économique;GT;2011;1349;89
Larache;Appartement économique;GT;2012;1353;89
Larache;Appartement économique;GT;2013;1363;90
Larache;Appartement économique;GT;2014;1359;90
Larache;Appartement économique;GT;2015;1391;92
Larache;Appartement économique;GT;2016;1384;91
Larache;Appartement économique;GT;2017;1388;92
Larache;Appartement économique;GT;2018;1409;93
Larache;Appartement économique;GT;2019;1391;92
Larache;Appartement économique;GT;2020;1381;91
Larache;Appartement économique;GT;2021;1473;97
Larache;Appartement économique;GT;2022;1484;98
Larache;Appartement économique;MT;2001;695;100
Larache;Appartement économique;MT;2002;729;105
Larache;Appartement économique;MT;2003;818;118
Larache;Appartement économique;MT;2004;922;133
Larache;Appartement économique;MT;2005;1042;150
Larache;Appartement économique;MT;2006;1099;158
Larache;Appartement économique;MT;2007;1081;156
Larache;Appartement économique;MT;2008;1024;147
Larache;Appartement économique;MT;2009;933;134
Larache;Appartement économique;MT;2010;995;143
Larache;Appartement économique;MT;2011;979;141
Larache;Appartement économique;MT;2012;1013;146
Larache;Appartement économique;MT;2013;1042;150
Larache;Appartement économique;MT;2014;1042;150
Larache;Appartement économique;MT;2015;1100;158
Larache;Appartement économique;MT;2016;1128;162
Larache;Appartement économique;MT;2017;1130;163
Larache;Appartement économique;MT;2018;1176;169
Larache;Appartement économique;MT;2019;1189;171
Larache;Appartement économique;MT;2020;1168;168
Larache;Appartement économique;MT;2021;1234;178
Larache;Appartement économique;MT;2022;1247;179
Larache;Appartement économique;PT;2001;403;100
Larache;Appartement économique;PT;2002;458;114
Larache;Appartement économique;PT;2003;503;125
Larache;Appartement économique;PT;2004;531;132
Larache;Appartement économique;PT;2005;586;146
Larache;Appartement économique;PT;2006;635;158
Larache;Appartement économique;PT;2007;611;152
Larache;Appartement économique;PT;2008;608;151
Larache;Appartement économique;PT;2009;584;145
Larache;Appartement économique;PT;2010;613;152
Larache;Appartement économique;PT;2011;624;155
Larache;Appartement économique;PT;2012;639;159
Larache;Appartement économique;PT;2013;656;163
Larache;Appartement économique;PT;2014;656;163
Larache;Appartement économique;PT;2015;688;171
Larache;Appartement économique;PT;2016;693;172
Larache;Appartement économique;PT;2017;699;174
Larache;Appartement économique;PT;2018;706;175
Larache;Appartement économique;PT;2019;723;179
Larache;Appartement économique;PT;2020;736;183
Larache;Appartement économique;PT;2021;726;180
Larache;Appartement économique;PT;2022;737;183
Larache;Maison sur lot économique;GT;2001;1047;100
Larache;Maison sur lot économique;GT;2002;1024;98
Larache;Maison sur lot économique;GT;2003;1130;108
Larache;Maison sur lot économique;GT;2004;1249;119
Larache;Maison sur lot économique;GT;2005;1348;129
Larache;Maison sur lot économique;GT;2006;1357;130
Larache;Maison sur lot économique;GT;2007;1377;132
Larache;Maison sur lot économique;GT;2008;1498;143
Larache;Maison sur lot économique;GT;2009;1311;125
Larache;Maison sur lot économique;GT;2010;1314;125
Larache;Maison sur lot économique;GT;2011;1296;124
Larache;Maison sur lot économique;GT;2012;1279;122
Larache;Maison sur lot économique;GT;2013;1262;121
Larache;Maison sur lot économique;GT;2014;1250;119
Larache;Maison sur lot économique;GT;2015;1264;121
Larache;Maison sur lot économique;GT;2016;1262;120
Larache;Maison sur lot économique;GT;2017;1272;121
Larache;Maison sur lot économique;GT;2018;1260;120
Larache;Maison sur lot économique;GT;2019;1268;121
Larache;Maison sur lot économique;GT;2020;1240;118
Larache;Maison sur lot économique;GT;2021;1327;127
Larache;Maison sur lot économique;GT;2022;1339;128
Larache;Maison sur lot économique;MLE;2001;816;100
Larache;Maison sur lot économique;MLE;2002;846;105
Larache;Maison sur lot économique;MLE;2003;874;108
Larache;Maison sur lot économique;MLE;2004;967;119
Larache;Maison sur lot économique;MLE;2005;1067;132
Larache;Maison sur lot économique;MLE;2006;1083;135
Larache;Maison sur lot économique;MLE;2007;1104;138
Larache;Maison sur lot économique;MLE;2008;1158;142
Larache;Maison sur lot économique;MLE;2009;1022;126
Larache;Maison sur lot économique;MLE;2010;1060;132
Larache;Maison sur lot économique;MLE;2011;1042;130
Larache;Maison sur lot économique;MLE;2012;1054;132
Larache;Maison sur lot économique;MLE;2013;1063;134
Larache;Maison sur lot économique;MLE;2014;1070;136
Larache;Maison sur lot économique;MLE;2015;1011;149
Larache;Maison sur lot économique;MLE;2016;1021;151
Larache;Maison sur lot économique;MLE;2017;1025;152
Larache;Maison sur lot économique;MLE;2018;1039;154
Larache;Maison sur lot économique;MLE;2019;1044;156
Larache;Maison sur lot économique;MLE;2020;1040;156
Larache;Maison sur lot économique;MLE;2021;1095;165
Larache;Maison sur lot économique;MLE;2022;1103;166
Larache;Maison sur lot économique;MT;2001;755;100
Larache;Maison sur lot économique;MT;2002;825;109
Larache;Maison sur lot économique;MT;2003;791;105
Larache;Maison sur lot économique;MT;2004;880;117
Larache;Maison sur lot économique;MT;2005;994;132
Larache;Maison sur lot économique;MT;2006;1006;133
Larache;Maison sur lot économique;MT;2007;1027;136
Larache;Maison sur lot économique;MT;2008;1060;140
Larache;Maison sur lot économique;MT;2009;936;124
Larache;Maison sur lot économique;MT;2010;995;132
Larache;Maison sur lot économique;MT;2011;973;129
Larache;Maison sur lot économique;MT;2012;1002;133
Larache;Maison sur lot économique;MT;2013;1026;136
Larache;Maison sur lot économique;MT;2014;1043;138
Larache;Maison sur lot économique;MT;2015;1075;142
Larache;Maison sur lot économique;MT;2016;1085;144
Larache;Maison sur lot économique;MT;2017;1083;144
Larache;Maison sur lot économique;MT;2018;1104;146
Larache;Maison sur lot économique;MT;2019;1103;146
Larache;Maison sur lot économique;MT;2020;1092;145
Larache;Maison sur lot économique;MT;2021;1140;151
Larache;Maison sur lot économique;MT;2022;1146;152
Larache;Maison sur lot économique;PT;2001;358;100
Larache;Maison sur lot économique;PT;2002;391;109
Larache;Maison sur lot économique;PT;2003;429;120
Larache;Maison sur lot économique;PT;2004;463;129
Larache;Maison sur lot économique;PT;2005;502;140
Larache;Maison sur lot économique;PT;2006;554;155
Larache;Maison sur lot économique;PT;2007;583;163
Larache;Maison sur lot économique;PT;2008;518;145
Larache;Maison sur lot économique;PT;2009;493;138
Larache;Maison sur lot économique;PT;2010;554;155
Larache;Maison sur lot économique;PT;2011;547;153
Larache;Maison sur lot économique;PT;2012;575;161
Larache;Maison sur lot économique;PT;2013;604;169
Larache;Maison sur lot économique;PT;2014;627;175
Larache;Maison sur lot économique;PT;2015;664;186
Larache;Maison sur lot économique;PT;2016;683;191
Larache;Maison sur lot économique;PT;2017;696;194
Larache;Maison sur lot économique;PT;2018;715;200
Larache;Maison sur lot économique;PT;2019;733;205
Larache;Maison sur lot économique;PT;2020;761;213
Larache;Maison sur lot économique;PT;2021;806;225
Larache;Maison sur lot économique;PT;2022;815;228
Larache;Total ville;MLE;2001;917;100
Larache;Total ville;MLE;2002;943;104
Larache;Total ville;MLE;2003;994;110
Larache;Total ville;MLE;2004;1074;120
Larache;Total ville;MLE;2005;1153;131
Larache;Total ville;MLE;2006;1178;135
Larache;Total ville;MLE;2007;1158;134
Larache;Total ville;MLE;2008;1182;135
Larache;Total ville;MLE;2009;1061;122
Larache;Total ville;MLE;2010;1106;128
Larache;Total ville;MLE;2011;1085;126
Larache;Total ville;MLE;2012;1101;128
Larache;Total ville;MLE;2013;1115;131
Larache;Total ville;MLE;2014;1119;131
Larache;Total ville;MLE;2015;1072;145
Larache;Total ville;MLE;2016;1086;147
Larache;Total ville;MLE;2017;1091;148
Larache;Total ville;MLE;2018;1111;151
Larache;Total ville;MLE;2019;1118;153
Larache;Total ville;MLE;2020;1108;153
Larache;Total ville;MLE;2021;1165;160
Larache;Total ville;MLE;2022;1176;162
Larache;Villa;GT;2001;3023;100
Larache;Villa;GT;2002;2941;97
Larache;Villa;GT;2003;3116;103
Larache;Villa;GT;2004;3137;104
Larache;Villa;GT;2005;3579;118
Larache;Villa;GT;2006;3901;129
Larache;Villa;GT;2007;4151;137
Larache;Villa;GT;2008;4496;149
Larache;Villa;GT;2009;4170;138
Larache;Villa;GT;2010;4398;146
Larache;Villa;GT;2011;4558;151
Larache;Villa;GT;2012;4563;151
Larache;Villa;GT;2013;4580;152
Larache;Villa;GT;2014;4608;152
Larache;Villa;GT;2015;4641;154
Larache;Villa;GT;2016;4707;156
Larache;Villa;GT;2017;4754;157
Larache;Villa;GT;2018;4866;161
Larache;Villa;GT;2019;4918;163
Larache;Villa;GT;2020;4709;156
Larache;Villa;GT;2021;5000;165
Larache;Villa;GT;2022;5000;165
Larache;Villa;MT;2001;2258;100
Larache;Villa;MT;2002;2152;95
Larache;Villa;MT;2003;2317;103
Larache;Villa;MT;2004;2590;115
Larache;Villa;MT;2005;2643;117
Larache;Villa;MT;2006;2788;123
Larache;Villa;MT;2007;3050;135
Larache;Villa;MT;2008;3184;141
Larache;Villa;MT;2009;2708;120
Larache;Villa;MT;2010;2897;128
Larache;Villa;MT;2011;2888;128
Larache;Villa;MT;2012;2940;130
Larache;Villa;MT;2013;3008;133
Larache;Villa;MT;2014;2993;133
Larache;Villa;MT;2015;3056;135
Larache;Villa;MT;2016;3108;138
Larache;Villa;MT;2017;3172;140
Larache;Villa;MT;2018;3211;142
Larache;Villa;MT;2019;3287;146
Larache;Villa;MT;2020;3233;143
Larache;Villa;MT;2021;3297;146
Larache;Villa;MT;2022;3342;148
Larache;Villa;PT;2001;1452;100
Larache;Villa;PT;2002;1466;101
Larache;Villa;PT;2003;1681;116
Larache;Villa;PT;2004;1910;132
Larache;Villa;PT;2005;2140;147
Larache;Villa;PT;2006;2291;158
Larache;Villa;PT;2007;2145;148
Larache;Villa;PT;2008;2198;151
Larache;Villa;PT;2009;2001;138
Larache;Villa;PT;2010;1981;136
Larache;Villa;PT;2011;1983;137
Larache;Villa;PT;2012;1924;133
Larache;Villa;PT;2013;1959;135
Larache;Villa;PT;2014;1959;135
Larache;Villa;PT;2015;1989;137
Larache;Villa;PT;2016;2001;138
Larache;Villa;PT;2017;2036;140
Larache;Villa;PT;2018;2045;141
Larache;Villa;PT;2019;2077;143
Larache;Villa;PT;2020;2049;141
Larache;Villa;PT;2021;2068;142
Larache;Villa;PT;2022;2150;148
Larache;Villa;VIL;2001;1861;100
Larache;Villa;VIL;2002;1815;98
Larache;Villa;VIL;2003;2006;109
Larache;Villa;VIL;2004;2254;123
Larache;Villa;VIL;2005;2400;132
Larache;Villa;VIL;2006;2550;141
Larache;Villa;VIL;2007;2607;141
Larache;Villa;VIL;2008;2703;146
Larache;Villa;VIL;2009;2368;129
Larache;Villa;VIL;2010;2452;133
Larache;Villa;VIL;2011;2451;133
Larache;Villa;VIL;2012;2447;132
Larache;Villa;VIL;2013;2498;134
Larache;Villa;VIL;2014;2490;134
Larache;Villa;VIL;2015;2535;137
Larache;Villa;VIL;2016;2566;138
Larache;Villa;VIL;2017;2615;141
Larache;Villa;VIL;2018;2640;142
Larache;Villa;VIL;2019;2692;145
Larache;Villa;VIL;2020;2648;142
Larache;Villa;VIL;2021;2694;145
Larache;Villa;VIL;2022;2757;148
M'Diq Fnideq;Appartement standing;APS;2001;786;100
M'Diq Fnideq;Appartement standing;APS;2002;806;103
M'Diq Fnideq;Appartement standing;APS;2003;826;105
M'Diq Fnideq;Appartement standing;APS;2004;847;108
M'Diq Fnideq;Appartement standing;APS;2005;867;110
M'Diq Fnideq;Appartement standing;APS;2006;888;113
M'Diq Fnideq;Appartement standing;APS;2007;909;116
M'Diq Fnideq;Appartement standing;APS;2008;922;118
M'Diq Fnideq;Appartement standing;APS;2009;941;120
M'Diq Fnideq;Appartement standing;APS;2010;964;123
M'Diq Fnideq;Appartement standing;APS;2011;986;126
M'Diq Fnideq;Appartement standing;APS;2012;1007;129
M'Diq Fnideq;Appartement standing;APS;2013;1023;131
M'Diq Fnideq;Appartement standing;APS;2014;1043;133
M'Diq Fnideq;Appartement standing;APS;2015;1043;134
M'Diq Fnideq;Appartement standing;APS;2016;1056;135
M'Diq Fnideq;Appartement standing;APS;2017;1075;138
M'Diq Fnideq;Appartement standing;APS;2018;1100;141
M'Diq Fnideq;Appartement standing;APS;2019;1119;143
M'Diq Fnideq;Appartement standing;APS;2020;1102;141
M'Diq Fnideq;Appartement standing;APS;2021;1141;146
M'Diq Fnideq;Appartement standing;APS;2022;1176;150
M'Diq Fnideq;Appartement standing;GT;2001;1211;100
M'Diq Fnideq;Appartement standing;GT;2002;1236;102
M'Diq Fnideq;Appartement standing;GT;2003;1258;104
M'Diq Fnideq;Appartement standing;GT;2004;1281;106
M'Diq Fnideq;Appartement standing;GT;2005;1315;109
M'Diq Fnideq;Appartement standing;GT;2006;1341;111
M'Diq Fnideq;Appartement standing;GT;2007;1337;110
M'Diq Fnideq;Appartement standing;GT;2008;1336;110
M'Diq Fnideq;Appartement standing;GT;2009;1357;112
M'Diq Fnideq;Appartement standing;GT;2010;1369;113
M'Diq Fnideq;Appartement standing;GT;2011;1385;114
M'Diq Fnideq;Appartement standing;GT;2012;1391;115
M'Diq Fnideq;Appartement standing;GT;2013;1368;113
M'Diq Fnideq;Appartement standing;GT;2014;1348;111
M'Diq Fnideq;Appartement standing;GT;2015;1373;113
M'Diq Fnideq;Appartement standing;GT;2016;1357;112
M'Diq Fnideq;Appartement standing;GT;2017;1372;113
M'Diq Fnideq;Appartement standing;GT;2018;1402;116
M'Diq Fnideq;Appartement standing;GT;2019;1426;118
M'Diq Fnideq;Appartement standing;GT;2020;1397;115
M'Diq Fnideq;Appartement standing;GT;2021;1500;124
M'Diq Fnideq;Appartement standing;GT;2022;1533;127
M'Diq Fnideq;Appartement standing;MT;2001;769;100
M'Diq Fnideq;Appartement standing;MT;2002;789;103
M'Diq Fnideq;Appartement standing;MT;2003;813;106
M'Diq Fnideq;Appartement standing;MT;2004;837;109
M'Diq Fnideq;Appartement standing;MT;2005;858;112
M'Diq Fnideq;Appartement standing;MT;2006;881;115
M'Diq Fnideq;Appartement standing;MT;2007;905;118
M'Diq Fnideq;Appartement standing;MT;2008;919;120
M'Diq Fnideq;Appartement standing;MT;2009;939;122
M'Diq Fnideq;Appartement standing;MT;2010;964;125
M'Diq Fnideq;Appartement standing;MT;2011;987;128
M'Diq Fnideq;Appartement standing;MT;2012;1011;131
