Agglomération;Type d'habitat;Envergure;Année;Montants moyens des honoraires des agents immobiliers;Indices des montants moyens des honoraires des agents immobiliers
Laâyoune;Appartement standing;PT;2018;932;157
Laâyoune;Appartement standing;PT;2019;972;164
Laâyoune;Appartement standing;PT;2020;980;165
Laâyoune;Appartement standing;PT;2021;1022;173
Laâyoune;Appartement standing;PT;2022;1063;180
Laâyoune;Appartement économique;APE;2001;495;100
Laâyoune;Appartement économique;APE;2002;503;103
Laâyoune;Appartement économique;APE;2003;525;109
Laâyoune;Appartement économique;APE;2004;553;117
Laâyoune;Appartement économique;APE;2005;564;120
Laâyoune;Appartement économique;APE;2006;570;122
Laâyoune;Appartement économique;APE;2007;596;130
Laâyoune;Appartement économique;APE;2008;609;135
Laâyoune;Appartement économique;APE;2009;633;142
Laâyoune;Appartement économique;APE;2010;657;150
Laâyoune;Appartement économique;APE;2011;671;155
Laâyoune;Appartement économique;APE;2012;667;154
Laâyoune;Appartement économique;APE;2013;671;157
Laâyoune;Appartement économique;APE;2014;680;160
Laâyoune;Appartement économique;APE;2015;674;156
Laâyoune;Appartement économique;APE;2016;668;155
Laâyoune;Appartement économique;APE;2017;667;155
Laâyoune;Appartement économique;APE;2018;677;157
Laâyoune;Appartement économique;APE;2019;653;152
Laâyoune;Appartement économique;APE;2020;667;156
Laâyoune;Appartement économique;APE;2021;697;162
Laâyoune;Appartement économique;APE;2022;751;173
Laâyoune;Appartement économique;GT;2001;735;100
Laâyoune;Appartement économique;GT;2002;734;100
Laâyoune;Appartement économique;GT;2003;763;104
Laâyoune;Appartement économique;GT;2004;789;107
Laâyoune;Appartement économique;GT;2005;797;108
Laâyoune;Appartement économique;GT;2006;790;107
Laâyoune;Appartement économique;GT;2007;803;109
Laâyoune;Appartement économique;GT;2008;805;110
Laâyoune;Appartement économique;GT;2009;821;112
Laâyoune;Appartement économique;GT;2010;848;115
Laâyoune;Appartement économique;GT;2011;858;117
Laâyoune;Appartement économique;GT;2012;839;114
Laâyoune;Appartement économique;GT;2013;831;113
Laâyoune;Appartement économique;GT;2014;828;113
Laâyoune;Appartement économique;GT;2015;816;111
Laâyoune;Appartement économique;GT;2016;800;109
Laâyoune;Appartement économique;GT;2017;792;108
Laâyoune;Appartement économique;GT;2018;811;110
Laâyoune;Appartement économique;GT;2019;784;107
Laâyoune;Appartement économique;GT;2020;787;107
Laâyoune;Appartement économique;GT;2021;815;111
Laâyoune;Appartement économique;GT;2022;889;121
Laâyoune;Appartement économique;MT;2001;581;100
Laâyoune;Appartement économique;MT;2002;583;100
Laâyoune;Appartement économique;MT;2003;595;102
Laâyoune;Appartement économique;MT;2004;616;106
Laâyoune;Appartement économique;MT;2005;620;107
Laâyoune;Appartement économique;MT;2006;623;107
Laâyoune;Appartement économique;MT;2007;643;111
Laâyoune;Appartement économique;MT;2008;645;111
Laâyoune;Appartement économique;MT;2009;654;113
Laâyoune;Appartement économique;MT;2010;663;114
Laâyoune;Appartement économique;MT;2011;662;114
Laâyoune;Appartement économique;MT;2012;660;114
Laâyoune;Appartement économique;MT;2013;657;113
Laâyoune;Appartement économique;MT;2014;659;113
Laâyoune;Appartement économique;MT;2015;655;113
Laâyoune;Appartement économique;MT;2016;646;111
Laâyoune;Appartement économique;MT;2017;648;111
Laâyoune;Appartement économique;MT;2018;656;113
Laâyoune;Appartement économique;MT;2019;630;108
Laâyoune;Appartement économique;MT;2020;635;109
Laâyoune;Appartement économique;MT;2021;679;117
Laâyoune;Appartement économique;MT;2022;741;127
Laâyoune;Appartement économique;PT;2001;257;100
Laâyoune;Appartement économique;PT;2002;278;108
Laâyoune;Appartement économique;PT;2003;310;121
Laâyoune;Appartement économique;PT;2004;348;135
Laâyoune;Appartement économique;PT;2005;372;145
Laâyoune;Appartement économique;PT;2006;386;150
Laâyoune;Appartement économique;PT;2007;426;166
Laâyoune;Appartement économique;PT;2008;462;180
Laâyoune;Appartement économique;PT;2009;507;198
Laâyoune;Appartement économique;PT;2010;550;214
Laâyoune;Appartement économique;PT;2011;588;229
Laâyoune;Appartement économique;PT;2012;588;229
Laâyoune;Appartement économique;PT;2013;609;237
Laâyoune;Appartement économique;PT;2014;631;246
Laâyoune;Appartement économique;PT;2015;636;248
Laâyoune;Appartement économique;PT;2016;638;248
Laâyoune;Appartement économique;PT;2017;638;248
Laâyoune;Appartement économique;PT;2018;644;251
Laâyoune;Appartement économique;PT;2019;626;244
Laâyoune;Appartement économique;PT;2020;660;257
Laâyoune;Appartement économique;PT;2021;668;260
Laâyoune;Appartement économique;PT;2022;701;273
Laâyoune;Maison sur lot économique;GT;2001;574;100
Laâyoune;Maison sur lot économique;GT;2002;586;102
Laâyoune;Maison sur lot économique;GT;2003;601;105
Laâyoune;Maison sur lot économique;GT;2004;635;111
Laâyoune;Maison sur lot économique;GT;2005;651;113
Laâyoune;Maison sur lot économique;GT;2006;675;118
Laâyoune;Maison sur lot économique;GT;2007;682;119
Laâyoune;Maison sur lot économique;GT;2008;699;122
Laâyoune;Maison sur lot économique;GT;2009;727;127
Laâyoune;Maison sur lot économique;GT;2010;782;136
Laâyoune;Maison sur lot économique;GT;2011;806;140
Laâyoune;Maison sur lot économique;GT;2012;799;139
Laâyoune;Maison sur lot économique;GT;2013;823;143
Laâyoune;Maison sur lot économique;GT;2014;836;146
Laâyoune;Maison sur lot économique;GT;2015;846;147
Laâyoune;Maison sur lot économique;GT;2016;853;149
Laâyoune;Maison sur lot économique;GT;2017;855;149
Laâyoune;Maison sur lot économique;GT;2018;867;151
Laâyoune;Maison sur lot économique;GT;2019;877;153
Laâyoune;Maison sur lot économique;GT;2020;888;155
Laâyoune;Maison sur lot économique;GT;2021;912;159
Laâyoune;Maison sur lot économique;GT;2022;965;168
Laâyoune;Maison sur lot économique;MLE;2001;460;100
Laâyoune;Maison sur lot économique;MLE;2002;469;102
Laâyoune;Maison sur lot économique;MLE;2003;478;104
Laâyoune;Maison sur lot économique;MLE;2004;492;106
Laâyoune;Maison sur lot économique;MLE;2005;485;104
Laâyoune;Maison sur lot économique;MLE;2006;489;105
Laâyoune;Maison sur lot économique;MLE;2007;518;111
Laâyoune;Maison sur lot économique;MLE;2008;540;117
Laâyoune;Maison sur lot économique;MLE;2009;565;122
Laâyoune;Maison sur lot économique;MLE;2010;594;128
Laâyoune;Maison sur lot économique;MLE;2011;614;133
Laâyoune;Maison sur lot économique;MLE;2012;621;135
Laâyoune;Maison sur lot économique;MLE;2013;638;139
Laâyoune;Maison sur lot économique;MLE;2014;648;141
Laâyoune;Maison sur lot économique;MLE;2015;655;142
Laâyoune;Maison sur lot économique;MLE;2016;654;142
Laâyoune;Maison sur lot économique;MLE;2017;661;143
Laâyoune;Maison sur lot économique;MLE;2018;671;146
Laâyoune;Maison sur lot économique;MLE;2019;672;146
Laâyoune;Maison sur lot économique;MLE;2020;671;146
Laâyoune;Maison sur lot économique;MLE;2021;689;149
Laâyoune;Maison sur lot économique;MLE;2022;742;161
Laâyoune;Maison sur lot économique;MT;2001;480;100
Laâyoune;Maison sur lot économique;MT;2002;489;102
Laâyoune;Maison sur lot économique;MT;2003;501;104
Laâyoune;Maison sur lot économique;MT;2004;520;108
Laâyoune;Maison sur lot économique;MT;2005;526;110
Laâyoune;Maison sur lot économique;MT;2006;530;111
Laâyoune;Maison sur lot économique;MT;2007;572;119
Laâyoune;Maison sur lot économique;MT;2008;582;121
Laâyoune;Maison sur lot économique;MT;2009;606;126
Laâyoune;Maison sur lot économique;MT;2010;616;128
Laâyoune;Maison sur lot économique;MT;2011;617;129
Laâyoune;Maison sur lot économique;MT;2012;623;130
Laâyoune;Maison sur lot économique;MT;2013;638;133
Laâyoune;Maison sur lot économique;MT;2014;644;134
Laâyoune;Maison sur lot économique;MT;2015;645;134
Laâyoune;Maison sur lot économique;MT;2016;637;133
Laâyoune;Maison sur lot économique;MT;2017;644;134
Laâyoune;Maison sur lot économique;MT;2018;652;136
Laâyoune;Maison sur lot économique;MT;2019;634;132
Laâyoune;Maison sur lot économique;MT;2020;639;133
Laâyoune;Maison sur lot économique;MT;2021;662;138
Laâyoune;Maison sur lot économique;MT;2022;734;153
Laâyoune;Maison sur lot économique;PT;2001;376;100
Laâyoune;Maison sur lot économique;PT;2002;384;102
Laâyoune;Maison sur lot économique;PT;2003;385;102
Laâyoune;Maison sur lot économique;PT;2004;381;101
Laâyoune;Maison sur lot économique;PT;2005;345;92
Laâyoune;Maison sur lot économique;PT;2006;338;90
Laâyoune;Maison sur lot économique;PT;2007;363;97
Laâyoune;Maison sur lot économique;PT;2008;404;107
Laâyoune;Maison sur lot économique;PT;2009;427;113
Laâyoune;Maison sur lot économique;PT;2010;468;124
Laâyoune;Maison sur lot économique;PT;2011;512;136
Laâyoune;Maison sur lot économique;PT;2012;528;140
Laâyoune;Maison sur lot économique;PT;2013;542;144
Laâyoune;Maison sur lot économique;PT;2014;556;148
Laâyoune;Maison sur lot économique;PT;2015;569;151
Laâyoune;Maison sur lot économique;PT;2016;574;152
Laâyoune;Maison sur lot économique;PT;2017;583;155
Laâyoune;Maison sur lot économique;PT;2018;595;158
Laâyoune;Maison sur lot économique;PT;2019;622;165
Laâyoune;Maison sur lot économique;PT;2020;605;161
Laâyoune;Maison sur lot économique;PT;2021;612;163
Laâyoune;Maison sur lot économique;PT;2022;634;169
Laâyoune;Total ville;MLE;2001;539;100
Laâyoune;Total ville;MLE;2002;547;102
Laâyoune;Total ville;MLE;2003;564;106
Laâyoune;Total ville;MLE;2004;584;111
Laâyoune;Total ville;MLE;2005;588;112
Laâyoune;Total ville;MLE;2006;592;113
Laâyoune;Total ville;MLE;2007;620;120
Laâyoune;Total ville;MLE;2008;638;125
Laâyoune;Total ville;MLE;2009;662;131
Laâyoune;Total ville;MLE;2010;689;138
Laâyoune;Total ville;MLE;2011;707;143
Laâyoune;Total ville;MLE;2012;704;144
Laâyoune;Total ville;MLE;2013;714;147
Laâyoune;Total ville;MLE;2014;723;149
Laâyoune;Total ville;MLE;2015;735;145
Laâyoune;Total ville;MLE;2016;732;144
Laâyoune;Total ville;MLE;2017;737;145
Laâyoune;Total ville;MLE;2018;748;148
Laâyoune;Total ville;MLE;2019;740;147
Laâyoune;Total ville;MLE;2020;743;148
Laâyoune;Total ville;MLE;2021;771;152
Laâyoune;Total ville;MLE;2022;832;163
Laâyoune;Villa;GT;2001;5512;100
Laâyoune;Villa;GT;2002;5446;99
Laâyoune;Villa;GT;2003;5562;101
Laâyoune;Villa;GT;2004;5548;101
Laâyoune;Villa;GT;2005;5519;100
Laâyoune;Villa;GT;2006;5361;97
Laâyoune;Villa;GT;2007;5229;95
Laâyoune;Villa;GT;2008;5112;93
Laâyoune;Villa;GT;2009;5075;92
Laâyoune;Villa;GT;2010;5015;91
Laâyoune;Villa;GT;2011;4924;89
Laâyoune;Villa;GT;2012;4567;83
Laâyoune;Villa;GT;2013;4476;81
Laâyoune;Villa;GT;2014;4447;81
Laâyoune;Villa;GT;2015;4268;77
Laâyoune;Villa;GT;2016;4091;74
Laâyoune;Villa;GT;2017;4096;74
Laâyoune;Villa;GT;2018;4130;75
Laâyoune;Villa;GT;2019;3889;71
Laâyoune;Villa;GT;2020;3891;71
Laâyoune;Villa;GT;2021;4159;75
Laâyoune;Villa;GT;2022;4481;81
Laâyoune;Villa;MT;2001;3511;100
Laâyoune;Villa;MT;2002;3561;101
Laâyoune;Villa;MT;2003;3608;103
Laâyoune;Villa;MT;2004;3653;104
Laâyoune;Villa;MT;2005;3739;107
Laâyoune;Villa;MT;2006;3777;108
Laâyoune;Villa;MT;2007;3812;109
Laâyoune;Villa;MT;2008;3844;109
Laâyoune;Villa;MT;2009;3873;110
Laâyoune;Villa;MT;2010;3900;111
Laâyoune;Villa;MT;2011;3923;112
Laâyoune;Villa;MT;2012;3674;105
Laâyoune;Villa;MT;2013;3697;105
Laâyoune;Villa;MT;2014;3675;105
Laâyoune;Villa;MT;2015;3684;105
Laâyoune;Villa;MT;2016;3669;104
Laâyoune;Villa;MT;2017;3637;104
Laâyoune;Villa;MT;2018;3696;105
Laâyoune;Villa;MT;2019;3559;101
Laâyoune;Villa;MT;2020;3560;101
Laâyoune;Villa;MT;2021;3835;109
Laâyoune;Villa;MT;2022;4255;121
Laâyoune;Villa;PT;2001;2194;100
Laâyoune;Villa;PT;2002;2394;109
Laâyoune;Villa;PT;2003;2532;115
Laâyoune;Villa;PT;2004;2614;119
Laâyoune;Villa;PT;2005;2746;125
Laâyoune;Villa;PT;2006;2907;133
Laâyoune;Villa;PT;2007;3020;138
Laâyoune;Villa;PT;2008;3144;143
Laâyoune;Villa;PT;2009;3255;148
Laâyoune;Villa;PT;2010;3393;155
Laâyoune;Villa;PT;2011;3612;165
Laâyoune;Villa;PT;2012;3535;161
Laâyoune;Villa;PT;2013;3723;170
Laâyoune;Villa;PT;2014;3820;174
Laâyoune;Villa;PT;2015;3888;177
Laâyoune;Villa;PT;2016;3938;180
Laâyoune;Villa;PT;2017;3973;181
Laâyoune;Villa;PT;2018;4011;183
Laâyoune;Villa;PT;2019;4120;188
Laâyoune;Villa;PT;2020;4130;188
Laâyoune;Villa;PT;2021;4135;189
Laâyoune;Villa;PT;2022;4202;192
Laâyoune;Villa;VIL;2001;3977;100
Laâyoune;Villa;VIL;2002;4007;101
Laâyoune;Villa;VIL;2003;4082;103
Laâyoune;Villa;VIL;2004;4113;104
Laâyoune;Villa;VIL;2005;4170;106
Laâyoune;Villa;VIL;2006;4162;107
Laâyoune;Villa;VIL;2007;4155;107
Laâyoune;Villa;VIL;2008;4152;108
Laâyoune;Villa;VIL;2009;4169;108
Laâyoune;Villa;VIL;2010;4180;109
Laâyoune;Villa;VIL;2011;4188;110
Laâyoune;Villa;VIL;2012;3923;103
Laâyoune;Villa;VIL;2013;3928;104
Laâyoune;Villa;VIL;2014;3914;104
Laâyoune;Villa;VIL;2015;3847;112
Laâyoune;Villa;VIL;2016;3810;112
Laâyoune;Villa;VIL;2017;3798;112
Laâyoune;Villa;VIL;2018;3848;113
Laâyoune;Villa;VIL;2019;3734;111
Laâyoune;Villa;VIL;2020;3737;111
Laâyoune;Villa;VIL;2021;3960;117
Laâyoune;Villa;VIL;2022;4294;126
Région;Appartement standing;APS;2001;635;100
Région;Appartement standing;APS;2002;645;102
Région;Appartement standing;APS;2003;663;106
Région;Appartement standing;APS;2004;675;108
Région;Appartement standing;APS;2005;722;110
Région;Appartement standing;APS;2006;729;112
Région;Appartement standing;APS;2007;758;116
Région;Appartement standing;APS;2008;783;120
Région;Appartement standing;APS;2009;813;125
Région;Appartement standing;APS;2010;856;131
Région;Appartement standing;APS;2011;893;137
Région;Appartement standing;APS;2012;892;137
Région;Appartement standing;APS;2013;886;137
Région;Appartement standing;APS;2014;896;138
Région;Appartement standing;APS;2015;920;138
Région;Appartement standing;APS;2016;930;140
Région;Appartement standing;APS;2017;941;141
Région;Appartement standing;APS;2018;958;144
Région;Appartement standing;APS;2019;954;144
Région;Appartement standing;APS;2020;958;145
Région;Appartement standing;APS;2021;1024;154
Région;Appartement standing;APS;2022;1115;168
Région;Appartement standing;GT;2001;732;100
Région;Appartement standing;GT;2002;743;102
Région;Appartement standing;GT;2003;771;106
Région;Appartement standing;GT;2004;785;109
Région;Appartement standing;GT;2005;832;110
Région;Appartement standing;GT;2006;847;112
Région;Appartement standing;GT;2007;862;114
Région;Appartement standing;GT;2008;876;116
Région;Appartement standing;GT;2009;898;119
Région;Appartement standing;GT;2010;932;123
Région;Appartement standing;GT;2011;945;125
Région;Appartement standing;GT;2012;960;127
Région;Appartement standing;GT;2013;967;128
Région;Appartement standing;GT;2014;978;129
Région;Appartement standing;GT;2015;1009;129
Région;Appartement standing;GT;2016;1012;129
Région;Appartement standing;GT;2017;1011;129
Région;Appartement standing;GT;2018;1045;133
Région;Appartement standing;GT;2019;1035;132
Région;Appartement standing;GT;2020;1045;134
Région;Appartement standing;GT;2021;1119;143
Région;Appartement standing;GT;2022;1226;157
Région;Appartement standing;MT;2001;652;100
Région;Appartement standing;MT;2002;660;102
Région;Appartement standing;MT;2003;680;106
Région;Appartement standing;MT;2004;688;107
Région;Appartement standing;MT;2005;743;110
Région;Appartement standing;MT;2006;751;112
Région;Appartement standing;MT;2007;779;116
Région;Appartement standing;MT;2008;807;120
Région;Appartement standing;MT;2009;837;125
Région;Appartement standing;MT;2010;879;131
Région;Appartement standing;MT;2011;913;136
Région;Appartement standing;MT;2012;908;136
Région;Appartement standing;MT;2013;899;135
Région;Appartement standing;MT;2014;908;137
Région;Appartement standing;MT;2015;930;134
Région;Appartement standing;MT;2016;934;135
Région;Appartement standing;MT;2017;946;137
Région;Appartement standing;MT;2018;961;139
Région;Appartement standing;MT;2019;938;136
Région;Appartement standing;MT;2020;940;137
Région;Appartement standing;MT;2021;1015;148
Région;Appartement standing;MT;2022;1126;164
Région;Appartement standing;PT;2001;539;100
Région;Appartement standing;PT;2002;555;103
Région;Appartement standing;PT;2003;563;105
Région;Appartement standing;PT;2004;585;110
Région;Appartement standing;PT;2005;602;110
Région;Appartement standing;PT;2006;603;110
Région;Appartement standing;PT;2007;642;117
Région;Appartement standing;PT;2008;659;120
Région;Appartement standing;PT;2009;694;126
Région;Appartement standing;PT;2010;741;135
Région;Appartement standing;PT;2011;800;145
Région;Appartement standing;PT;2012;809;146
Région;Appartement standing;PT;2013;803;146
Région;Appartement standing;PT;2014;817;148
Région;Appartement standing;PT;2015;848;150
Région;Appartement standing;PT;2016;874;154
Région;Appartement standing;PT;2017;890;157
Région;Appartement standing;PT;2018;901;159
Région;Appartement standing;PT;2019;939;165
Région;Appartement standing;PT;2020;946;167
Région;Appartement standing;PT;2021;986;174
Région;Appartement standing;PT;2022;1028;181
Région;Appartement économique;APE;2001;423;100
Région;Appartement économique;APE;2002;434;104
Région;Appartement économique;APE;2003;455;110
Région;Appartement économique;APE;2004;479;118
Région;Appartement économique;APE;2005;487;122
Région;Appartement économique;APE;2006;495;126
Région;Appartement économique;APE;2007;517;132
Région;Appartement économique;APE;2008;530;138
Région;Appartement économique;APE;2009;550;145
Région;Appartement économique;APE;2010;571;151
Région;Appartement économique;APE;2011;585;157
Région;Appartement économique;APE;2012;589;159
Région;Appartement économique;APE;2013;597;163
Région;Appartement économique;APE;2014;607;167
Région;Appartement économique;APE;2015;606;165
Région;Appartement économique;APE;2016;603;165
Région;Appartement économique;APE;2017;605;166
Région;Appartement économique;APE;2018;616;169
Région;Appartement économique;APE;2019;603;167
Région;Appartement économique;APE;2020;613;171
Région;Appartement économique;APE;2021;645;179
Région;Appartement économique;APE;2022;695;191
Région;Appartement économique;GT;2001;593;100
Région;Appartement économique;GT;2002;602;103
Région;Appartement économique;GT;2003;631;108
Région;Appartement économique;GT;2004;656;113
Région;Appartement économique;GT;2005;682;116
Région;Appartement économique;GT;2006;684;117
Région;Appartement économique;GT;2007;699;120
Région;Appartement économique;GT;2008;707;122
Région;Appartement économique;GT;2009;723;125
Région;Appartement économique;GT;2010;748;130
Région;Appartement économique;GT;2011;761;132
Région;Appartement économique;GT;2012;753;132
Région;Appartement économique;GT;2013;755;134
Région;Appartement économique;GT;2014;756;134
Région;Appartement économique;GT;2015;757;131
Région;Appartement économique;GT;2016;750;131
Région;Appartement économique;GT;2017;746;131
Région;Appartement économique;GT;2018;760;133
Région;Appartement économique;GT;2019;753;134
Région;Appartement économique;GT;2020;756;134
Région;Appartement économique;GT;2021;790;141
Région;Appartement économique;GT;2022;856;153
Région;Appartement économique;MT;2001;505;100
Région;Appartement économique;MT;2002;514;102
Région;Appartement économique;MT;2003;527;105
Région;Appartement économique;MT;2004;546;109
Région;Appartement économique;MT;2005;545;111
Région;Appartement économique;MT;2006;551;112
Région;Appartement économique;MT;2007;569;116
Région;Appartement économique;MT;2008;574;117
Région;Appartement économique;MT;2009;585;120
Région;Appartement économique;MT;2010;594;122
Région;Appartement économique;MT;2011;597;123
Région;Appartement économique;MT;2012;603;125
Région;Appartement économique;MT;2013;604;126
Région;Appartement économique;MT;2014;610;127
Région;Appartement économique;MT;2015;604;128
Région;Appartement économique;MT;2016;599;128
Région;Appartement économique;MT;2017;602;128
Région;Appartement économique;MT;2018;613;131
Région;Appartement économique;MT;2019;596;129
Région;Appartement économique;MT;2020;600;129
Région;Appartement économique;MT;2021;641;138
Région;Appartement économique;MT;2022;696;149
Région;Appartement économique;PT;2001;234;100
Région;Appartement économique;PT;2002;252;107
Région;Appartement économique;PT;2003;279;119
Région;Appartement économique;PT;2004;310;132
Région;Appartement économique;PT;2005;327;141
Région;Appartement économique;PT;2006;342;148
Région;Appartement économique;PT;2007;373;161
Région;Appartement économique;PT;2008;401;172
Région;Appartement économique;PT;2009;437;187
Région;Appartement économique;PT;2010;470;201
Région;Appartement économique;PT;2011;500;213
Région;Appartement économique;PT;2012;507;217
Région;Appartement économique;PT;2013;528;227
Région;Appartement économique;PT;2014;547;235
Région;Appartement économique;PT;2015;547;238
Région;Appartement économique;PT;2016;552;240
Région;Appartement économique;PT;2017;555;242
Région;Appartement économique;PT;2018;562;245
Région;Appartement économique;PT;2019;556;244
Région;Appartement économique;PT;2020;579;253
Région;Appartement économique;PT;2021;594;261
Région;Appartement économique;PT;2022;628;276
Région;Maison sur lot économique;GT;2001;504;100
Région;Maison sur lot économique;GT;2002;522;104
Région;Maison sur lot économique;GT;2003;538;108
Région;Maison sur lot économique;GT;2004;569;114
Région;Maison sur lot économique;GT;2005;585;119
Région;Maison sur lot économique;GT;2006;610;124
Région;Maison sur lot économique;GT;2007;621;127
Région;Maison sur lot économique;GT;2008;639;131
Région;Maison sur lot économique;GT;2009;665;136
Région;Maison sur lot économique;GT;2010;708;145
Région;Maison sur lot économique;GT;2011;731;150
Région;Maison sur lot économique;GT;2012;735;151
Région;Maison sur lot économique;GT;2013;758;156
Région;Maison sur lot économique;GT;2014;771;159
Région;Maison sur lot économique;GT;2015;794;166
Région;Maison sur lot économique;GT;2016;805;169
Région;Maison sur lot économique;GT;2017;810;170
Région;Maison sur lot économique;GT;2018;824;174
Région;Maison sur lot économique;GT;2019;837;177
Région;Maison sur lot économique;GT;2020;841;177
Région;Maison sur lot économique;GT;2021;865;182
Région;Maison sur lot économique;GT;2022;911;191
Région;Maison sur lot économique;MLE;2001;392;100
Région;Maison sur lot économique;MLE;2002;405;104
Région;Maison sur lot économique;MLE;2003;415;107
Région;Maison sur lot économique;MLE;2004;428;109
Région;Maison sur lot économique;MLE;2005;429;109
Région;Maison sur lot économique;MLE;2006;436;111
Région;Maison sur lot économique;MLE;2007;459;117
Région;Maison sur lot économique;MLE;2008;479;122
Région;Maison sur lot économique;MLE;2009;502;129
Région;Maison sur lot économique;MLE;2010;527;135
Région;Maison sur lot économique;MLE;2011;547;142
Région;Maison sur lot économique;MLE;2012;558;145
Région;Maison sur lot économique;MLE;2013;573;149
Région;Maison sur lot économique;MLE;2014;585;152
Région;Maison sur lot économique;MLE;2015;601;154
Région;Maison sur lot économique;MLE;2016;603;155
Région;Maison sur lot économique;MLE;2017;611;158
Région;Maison sur lot économique;MLE;2018;620;160
Région;Maison sur lot économique;MLE;2019;626;162
Région;Maison sur lot économique;MLE;2020;624;162
Région;Maison sur lot économique;MLE;2021;642;166
Région;Maison sur lot économique;MLE;2022;685;176
Région;Maison sur lot économique;MT;2001;416;100
Région;Maison sur lot économique;MT;2002;431;104
Région;Maison sur lot économique;MT;2003;446;108
Région;Maison sur lot économique;MT;2004;464;113
Région;Maison sur lot économique;MT;2005;474;115
Région;Maison sur lot économique;MT;2006;483;118
Région;Maison sur lot économique;MT;2007;516;125
Région;Maison sur lot économique;MT;2008;527;128
Région;Maison sur lot économique;MT;2009;549;133
Région;Maison sur lot économique;MT;2010;560;137
Région;Maison sur lot économique;MT;2011;567;139
Région;Maison sur lot économique;MT;2012;578;142
Région;Maison sur lot économique;MT;2013;593;146
Région;Maison sur lot économique;MT;2014;602;148
Région;Maison sur lot économique;MT;2015;611;151
Région;Maison sur lot économique;MT;2016;609;151
Région;Maison sur lot économique;MT;2017;617;153
Région;Maison sur lot économique;MT;2018;626;155
Région;Maison sur lot économique;MT;2019;620;155
Région;Maison sur lot économique;MT;2020;621;155
Région;Maison sur lot économique;MT;2021;641;160
Région;Maison sur lot économique;MT;2022;697;172
Région;Maison sur lot économique;PT;2001;317;100
Région;Maison sur lot économique;PT;2002;326;103
Région;Maison sur lot économique;PT;2003;329;105
Région;Maison sur lot économique;PT;2004;326;104
Région;Maison sur lot économique;PT;2005;308;98
Région;Maison sur lot économique;PT;2006;304;97
Région;Maison sur lot économique;PT;2007;324;103
Région;Maison sur lot économique;PT;2008;355;112
Région;Maison sur lot économique;PT;2009;379;120
Région;Maison sur lot économique;PT;2010;413;131
Région;Maison sur lot économique;PT;2011;450;143
Région;Maison sur lot économique;PT;2012;466;148
Région;Maison sur lot économique;PT;2013;478;152
Région;Maison sur lot économique;PT;2014;492;156
Région;Maison sur lot économique;PT;2015;501;157
Région;Maison sur lot économique;PT;2016;506;159
Région;Maison sur lot économique;PT;2017;515;162
Région;Maison sur lot économique;PT;2018;524;165
Région;Maison sur lot économique;PT;2019;547;172
Région;Maison sur lot économique;PT;2020;536;169
Région;Maison sur lot économique;PT;2021;547;173
Région;Maison sur lot économique;PT;2022;568;180
Région;Total région;MLE;2001;447;100
Région;Total région;MLE;2002;459;104
Région;Total région;MLE;2003;476;108
Région;Total région;MLE;2004;494;113
Région;Total région;MLE;2005;500;116
Région;Total région;MLE;2006;507;118
Région;Total région;MLE;2007;530;124
Région;Total région;MLE;2008;546;130
Région;Total région;MLE;2009;568;136
Région;Total région;MLE;2010;591;143
Région;Total région;MLE;2011;609;149
Région;Total région;MLE;2012;613;151
Région;Total région;MLE;2013;624;155
Région;Total région;MLE;2014;635;159
Région;Total région;MLE;2015;655;156
Région;Total région;MLE;2016;656;157
Région;Total région;MLE;2017;662;159
Région;Total région;MLE;2018;672;162
Région;Total région;MLE;2019;672;163
Région;Total région;MLE;2020;673;163
Région;Total région;MLE;2021;698;168
Région;Total région;MLE;2022;746;179
Région;Villa;GT;2001;5512;100
Région;Villa;GT;2002;5446;99
Région;Villa;GT;2003;5562;101
Région;Villa;GT;2004;5548;101
Région;Villa;GT;2005;5519;100
Région;Villa;GT;2006;5361;97
Région;Villa;GT;2007;5229;95
Région;Villa;GT;2008;5112;93
Région;Villa;GT;2009;5075;92
Région;Villa;GT;2010;5015;91
Région;Villa;GT;2011;4924;89
Région;Villa;GT;2012;4567;83
Région;Villa;GT;2013;4476;81
Région;Villa;GT;2014;4447;81
Région;Villa;GT;2015;4268;77
Région;Villa;GT;2016;4091;74
Région;Villa;GT;2017;4096;74
Région;Villa;GT;2018;4130;75
Région;Villa;GT;2019;3889;71
Région;Villa;GT;2020;3891;71
Région;Villa;GT;2021;4159;75
Région;Villa;GT;2022;4481;81
Région;Villa;MT;2001;3511;100
Région;Villa;MT;2002;3561;101
Région;Villa;MT;2003;3608;103
Région;Villa;MT;2004;3653;104
Région;Villa;MT;2005;3739;107
Région;Villa;MT;2006;3777;108
Région;Villa;MT;2007;3812;109
Région;Villa;MT;2008;3844;109
Région;Villa;MT;2009;3873;110
Région;Villa;MT;2010;3900;111
Région;Villa;MT;2011;3923;112
Région;Villa;MT;2012;3674;105
Région;Villa;MT;2013;3697;105
Région;Villa;MT;2014;3675;105
Région;Villa;MT;2015;3684;105
Région;Villa;MT;2016;3669;104
Région;Villa;MT;2017;3637;104
Région;Villa;MT;2018;3696;105
Région;Villa;MT;2019;3559;101
Région;Villa;MT;2020;3560;101
Région;Villa;MT;2021;3835;109
Région;Villa;MT;2022;4255;121
Région;Villa;PT;2001;2194;100
Région;Villa;PT;2002;2394;109
Région;Villa;PT;2003;2532;115
Région;Villa;PT;2004;2614;119
